"No.","Time","Source","Destination","Protocol","Length","Value","Info"
"42764","26045.754431","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","25","aa0606770b770b0000b3aa0704d1135f0003aa081102c4d50000112a0000100e00005c000000b5","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"42765","26045.840658","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","30","aa0606870b870b000042aa07048e137500fb","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"42767","26045.974162","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","31","aa0606830b800b0000ceaa0704eb134b00f6aa040c32c70000f2020000070f0000c4aa05077d500a00014f019e","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"42768","26046.059336","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","30","aa0606760b760b0000a7aa070497137200bc","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"42770","26046.147071","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","31","aa0606800b7f0b00008daa0704f61354009aaa040ca3c700004b030000d8100000caaa0507f13d0900014f0185","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"42772","26046.234282","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","25","aa06068b0b890b0000fbaa0704be137300b4aa081102c4d50000112a0000100e00005d00000001","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"42773","26046.366150","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","30","aa06067c0b7c0b00000eaa0704d7134f00e9","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"42775","26046.453123","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","31","aa0606760b760b0000a7aa0704c01376006eaa040c92c500009f040000631700006eaa0507fa840600014f011d","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"42776","26046.540201","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","30","aa06067a0b7b0b0000c2aa0704b6134c00dc","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"42778","26046.672750","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","31","aa06068a0b880b0000efaa0704fb134b0051aa040cd5c70000ef020000060f0000aaaa0507b8610a00014f0100","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"42780","26046.760106","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","25","aa0606790b780b0000feaa070493137500daaa081102c4d50000112a0000100e00005d00000001","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"42781","26046.847093","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","30","aa0606720b710b00002baa0704dc13480061","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"42783","26046.935662","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","31","aa06067a0b7a0b000076aa0704b013740079aa040ce6c400008e040000f71600007aaa05071c980600014f01bc","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"42784","26047.068343","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","30","aa0606830b830b000012aa0704c413480005","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"42786","26047.153421","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","31","aa06067f0b7e0b000086aa0704bb136d008daa040c9dc5000046040000a015000079aa0507b00d0700014f012c","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"42788","26047.241686","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","25","aa06066f0b6e0b0000a5aa0704c7134800d9aa081102c4d50000112a0000100e00005e000000dd","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"42789","26047.371881","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","30","aa06067a0b790b0000aaaa0704d41355008d","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"42791","26047.460440","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","31","aa06067c0b7b0b000023aa07049313760089aa040cc6c300009f0400002d17000098aa0507cc750600014f01a9","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"42792","26047.546907","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","30","aa06067a0b7a0b000076aa0704cd134b0021","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"42794","26047.635465","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","31","aa0606730b720b000057aa0704cc136f00b7aa040cfac500005c0400001c160000a9aa0507b6ec0600014f01c0","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"42796","26047.767581","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","25","aa06067d0b7e0b0000c6aa070425144800cbaa081102c4d50000112a0000100e00005e000000dd","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"42797","26047.852933","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","30","aa0606890b880b00000faa0704c5136b0004","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"42799","26047.941022","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","31","aa06067f0b800b000091aa0704fe1350009daa040ceec70000240300001310000042aa050767b60900014f01a0","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"42800","26048.071587","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","30","aa0606740b720b000016aa0704fd137000a7","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"42802","26048.159375","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","31","aa0606760b760b0000a7aa0704cf136600f3aa040c1fc60000dc03000097130000a1aa0507abd30700014f016f","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"42804","26048.246772","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","25","aa06068b0b8a0b000027aa0704c2138400a5aa081102c4d50000112a0000100e00005f00000069","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"42805","26048.333951","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","30","aa0606760b740b0000cfaa07044f13a6009f","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"42807","26048.465549","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","31","aa0606730b740b0000ceaa0704c8134a0055aa040c96c50000e8020000b50e0000e3aa0507f65d0a00014f010b","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"42808","26048.553175","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","30","aa0606760b760b0000a7aa0704b5137000f8","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"42810","26048.641506","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","31","aa0606850b860b0000b6aa0704b9134a0094aa040c98c50000e6020000a90e0000f1aa050702670a00014f01db","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"42812","26048.776029","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","25","aa0606760b750b00007baa0704b5136e0084aa081102c4d50000112a0000100e00005f00000069","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"42813","26048.859412","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","30","aa06066a0b6a0b000055aa070490136a004b","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"42815","26048.947973","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","31","aa0606780b780b00005eaa0704f6134c0040aa040ca3c70000fe0200004e0f00001caa0507862b0a00014f0117","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"42816","26049.034733","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","30","aa06067f0b7f0b000032aa070496137600cc","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"42818","26049.170296","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","31","aa0606760b760b0000a7aa0704d8134900a1aa040c77c60000e3020000ad0e0000e6aa0507c67b0a00014f016f","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"42820","26049.254391","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","25","aa06066c0b6b0b000000aa0704b613720046aa081102c4d50000112a0000100e0000600000006e","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"42821","26049.340653","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","30","aa0606750b750b00009baa0704d71348007e","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"42823","26049.472819","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","31","aa06067b0b7a0b0000d6aa0704d313680069aa040c45c60000d40300007213000086aa050783e50700014f0159","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"42824","26049.559864","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","30","aa0606740b730b0000a2aa070495135f006e","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"42826","26049.648227","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","31","aa06066f0b6e0b0000a5aa0704f413500036aa040c8ac70000260300001710000021aa050727aa0900014f012b","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"42828","26049.735807","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","25","aa0606730b740b0000ceaa070492136d00b4aa081102c4d50000112a0000100e0000600000006e","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"42829","26049.867558","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","30","aa0606870b870b000042aa0704d8134700ae","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"42831","26049.954693","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","31","aa0606790b760b0000a4aa0704b0136200acaa040ce6c40000dd0300007d1300004caa05074dc50700014f01cc","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"42832","26050.040819","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","30","aa0606720b730b000043aa0704a61349008e","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"42834","26050.173074","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","31","aa0606790b780b0000feaa0704d1134a0085aa040c2cc60000ed020000da0e000088aa05070d540a00014f015e","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"42836","26050.260360","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","25","aa06068b0b8b0b000093aa07048e1373005daa081102c4d50000112a0000100e000061000000da","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"42837","26050.346494","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","30","aa0606780b780b00005eaa0704e613490012","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"42839","26050.434340","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","31","aa0606720b720b0000f7aa0704c2137a006baa040c99c50000ca0400003918000022aa0507be4b0600014f0104","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"42840","26050.565622","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","30","aa06067a0b790b0000aaaa0704d1134d0012","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"42842","26050.654038","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","31","aa0606880b880b0000afaa0704ec134900b9aa040c3fc70000dc020000960e0000afaa050795a10a00014f01cc","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"42844","26050.740686","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","25","aa0606770b790b0000e9aa07049f1370001daa081102c4d50000112a0000100e000061000000da","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"42845","26050.872187","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","30","aa06066e0b6c0b00006daa0704d1134800e7","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"42847","26050.959530","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","31","aa06067c0b7d0b0000baaa0704b51367001caa040c18c50000cb030000271300006daa050728ec0700014f019b","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"42848","26051.046925","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","30","aa0606880b870b000041aa0704d1134e0041","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"42850","26051.134494","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","31","aa06067e0b7e0b000026aa0704cc1374003eaa040c96c50000900400001817000012aa0507629a0600014f0115","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"42852","26051.265571","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","25","aa0606710b710b0000cbaa0704a2134d00bbaa081102c4d50000112a0000100e00006200000006","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"42853","26051.352631","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","30","aa06067b0b7b0b000062aa0704e813660090","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"42855","26051.440599","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","31","aa06067b0b7b0b000062aa0704a91355007eaa040c9bc4000055030000c81000006aaa050702ff0800014f01be","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"42856","26051.571643","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","30","aa0606820b810b0000daaa070436144a00d2","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"42858","26051.659885","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","31","aa06066b0b6c0b00006caa07048e137800a7aa040c94c30000b10400007d17000020aa0507595c0600014f0166","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"42860","26051.747669","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","25","aa06067e0b7c0b00004eaa0704fd134900aaaa081102c4d50000112a0000100e00006200000006","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"42861","26051.834820","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","30","aa0606870b870b000042aa0704ab13600076","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"42863","26051.969209","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","31","aa06067e0b7c0b00004eaa0704e1134e00a8aa040ccec6000010030000970f000081aa050729e70900014f01f0","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"42864","26052.053149","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","30","aa0606740b730b0000a2aa0704f1137200f7","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"42866","26052.140908","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","31","aa06067b0b7c0b00004faa0704c013580087aa040c91c500007603000081110000a7aa0507e6b50800014f0189","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"42868","26052.274152","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","25","aa06068b0b8b0b000093aa0704a713a00010aa081102c4d50000112a0000100e000063000000b2","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"42869","26052.359512","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","30","aa0606760b790b000049aa0704de135d008f","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"42871","26052.448173","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","31","aa0606740b730b0000a2aa0704ed138a000aaa040c4bc7000068050000991b0000c2aa05072b9f0500014f01e6","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"42872","26052.534639","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","30","aa0606760b760b0000a7aa07045b13a3003c","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"42874","26052.672770","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","31","aa0606870b860b0000f6aa070493137700b8aa040cc6c30000ac0400006b17000034aa0507a7640600014f01b8","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"42876","26052.754396","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","25","aa0606770b780b00005daa0704b313750094aa081102c4d50000112a0000100e000063000000b2","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"42877","26052.841093","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","30","aa06066a0b6a0b000055aa0704dd134900e4","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"42879","26052.977469","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","31","aa0606770b760b000007aa0704b4136c0052aa040c0cc50000f2030000e713000098aa0507949e0700014f0158","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"42880","26053.059740","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","30","aa0606800b810b00009aaa0704c41354001b","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"42882","26053.148067","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","31","aa0606790b7a0b000096aa0704dc134a0003aa040c9cc60000e8020000c90e00001caa0507b96b0a00014f0163","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"42884","26053.235540","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","25","aa06066b0b6c0b00006caa070495137300e5aa081102c4d50000112a0000100e0000640000009f","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"42885","26053.368300","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","30","aa0606750b740b00002faa0704ef13490065","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"42887","26053.454550","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","31","aa0606760b760b0000a7aa0704a2135e009baa040c5dc40000e1030000841300007baa0507afb70700014f0110","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"42888","26053.540877","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","30","aa0606750b760b000047aa0704d8134b00c3","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"42890","26053.673079","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","31","aa06066a0b6a0b000055aa0704bf13680089aa040c97c50000e3030000ad1300000eaa05073dc00700014f01ac","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"42892","26053.760248","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","25","aa0606720b750b0000daaa07048913760085aa081102c4d50000112a0000100e0000640000009f","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"42893","26053.847100","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","30","aa0606850b830b0000f3aa0704db135300c5","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"42895","26053.934620","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","31","aa0606760b760b0000a7aa0704aa13760017aa040ca8c40000a4040000601700003aaa050762760600014f01ce","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"42901","26054.066210","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","30","aa06066e0b6e0b000005aa0704cd1356000e","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"42903","26054.153141","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","31","aa0606790b790b00004aaa0704b913730099aa040c94c500007f040000c0160000f3aa0507dcb30600014f0103","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"42905","26054.240930","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","25","aa0606880b870b000041aa0704d1134800e7aa081102c4d50000112a0000100e0000650000002b","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"42906","26054.374762","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","30","aa06067c0b7c0b00000eaa0704c01373009b","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"42908","26054.459751","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","31","aa0606720b720b0000f7aa0704bf1349005eaa040c99c50000de020000840e00004aaa0507e4810a00014f01c4","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"42910","26054.546683","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","30","aa06067a0b7a0b000076aa0704ec13500052","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"42915","26054.634594","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","31","aa0606840b860b000016aa070493136c0031aa040cc6c30000e103000072130000d4aa0507f8b20700014f01c2","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"42917","26054.765865","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","25","aa06067f0b7f0b000032aa0704e1134a006caa081102c4d50000112a0000100e0000650000002b","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"42949","26054.852351","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","30","aa06066e0b6f0b0000b1aa0704b6136800fe","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"42972","26054.941076","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","31","aa0606790b770b000010aa0704d9134c00e0aa040c83c60000fc0200002c0f0000e9aa050754250a00014f0139","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"42973","26055.071591","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","30","aa0606820b820b000006aa0704b313610023","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"43003","26055.159765","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","31","aa06067e0b7f0b000092aa0704c3136800ceaa040c96c50000e1030000a1130000efaa050796c40700014f012d","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"43013","26055.246882","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","25","aa0606730b730b0000e3aa0704e5134900ceaa081102c4d50000112a0000100e000066000000f7","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"43032","26055.334315","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","30","aa0606770b770b0000b3aa0704c3137400d0","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"43041","26055.469197","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","31","aa06067d0b7b0b000083aa0704bb13510075aa040c97c50000320300002e1000008caa0507e56c0900014f010c","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"43053","26055.552443","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","30","aa0606790b7c0b00000faa0704c713740021","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"43097","26055.641376","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","31","aa06066b0b6b0b000041aa0704a713540015aa040c8fc4000050030000ae1000001baa0507000c0900014f0150","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"43128","26055.771922","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","25","aa0606780b780b00005eaa0704f1134e000faa081102c4d50000112a0000100e000066000000f7","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"43154","26056.033595","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","30","aa0606870b870b000042aa0704b413740088","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"43156","26056.035092","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","31","aa06067f0b7e0b000086aa0704e1134f0099aa040ccec600001f030000e20f000073aa0507e4b70900014f017b","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"43157","26056.077427","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","30","aa0606760b780b0000fdaa0704c713650063","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"43159","26056.166129","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","31","aa06067a0b790b0000aaaa0704fd135700d6aa040ce2c700006e0300008f1100000faa050746e30800014f01f3","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
